Product,Sales,Region,Profit
Laptop,45131,West,8752
Monitor,36379,South,1331
Monitor,77190,North,13999
Monitor,7304,South,8393
Tablet,20602,East,12708
Laptop,48909,North,5014
Tablet,32663,East,18666
Keyboard,5810,North,15516
Keyboard,59707,South,15735
Tablet,89460,East,14557
Monitor,9986,North,2621
Mouse,96177,East,19275
Mouse,47520,South,1018
Monitor,91215,South,1998
Monitor,9200,West,2344
Keyboard,73472,North,2974
Laptop,22831,West,5715
Laptop,85086,East,5174
Monitor,39444,North,16796
Tablet,57833,East,1850
Monitor,24702,West,4670
Keyboard,86064,North,16357
Keyboard,58769,East,8748
Mouse,44597,West,10018
Tablet,29114,West,2735
Laptop,65374,West,7592
Laptop,65967,West,12008
Keyboard,62644,South,6666
Monitor,48746,East,6020
Laptop,33358,West,12149
Tablet,25329,South,11398
Mouse,24339,West,15006
Phone,65012,East,14611
Keyboard,61260,East,18062
Monitor,70963,South,19989
Laptop,71340,North,18893
Monitor,92455,West,16471
Phone,66336,West,12594
Mouse,39527,East,15901
Tablet,37063,West,19762
Keyboard,29654,North,11928
Monitor,43303,North,12095
Keyboard,23863,West,18466
Phone,8254,North,1022
Mouse,61645,North,18529
Laptop,57670,South,12393
Phone,14620,North,16698
Laptop,95236,West,11581
Phone,72039,North,12376
Tablet,38227,East,18125
Mouse,42720,North,12872
Monitor,3632,South,15463
Tablet,10651,South,6478
Monitor,88978,South,17253
Keyboard,3601,North,14526
Phone,9382,East,13447
Monitor,16507,North,10393
Laptop,76241,South,171
Laptop,99285,North,2278
Laptop,90655,East,18615
Mouse,19956,West,2652
Laptop,57456,South,7301
Laptop,32264,South,14098
Phone,42984,East,18051
Mouse,76004,South,6895
Monitor,87490,North,17838
Phone,49551,East,19233
Laptop,58390,South,2764
Mouse,28843,South,10033
Monitor,61819,West,11390
Monitor,21711,East,18566
Phone,47561,North,19145
Keyboard,23279,West,14224
Laptop,51188,West,2752
Mouse,85050,South,14102
Laptop,53812,North,8150
Mouse,48490,North,1112
Phone,80458,North,12033
Phone,66214,North,3206
Phone,5857,East,14283
Tablet,49933,South,17566
Phone,40446,West,11092
Laptop,15178,North,16764
Phone,29186,West,830
Keyboard,23006,North,7102
Phone,91761,South,11907
Monitor,25463,North,18854
Mouse,56595,South,14500
Phone,57119,East,7358
Phone,16775,South,14277
Phone,48513,North,11627
Mouse,94421,East,17248
Monitor,84779,East,2866
Phone,95858,North,3292
Tablet,22757,West,18677
Laptop,65296,West,5704
Monitor,91769,South,12443
Keyboard,13387,West,4722
Phone,78105,North,13289
Keyboard,2202,West,8234
Monitor,35966,East,8869
Monitor,84911,West,15810
Tablet,66393,North,13425
Laptop,68147,West,11128
Mouse,43919,South,6396
Phone,77341,North,9918
Phone,82289,North,9832
Phone,49162,South,19004
Laptop,49000,North,8720
Monitor,41646,East,124
Mouse,13531,South,6391
Tablet,67949,West,10481
Mouse,18618,South,5293
Tablet,77501,North,18353
Phone,64939,South,11956
Monitor,77869,South,16033
Phone,15013,South,2507
Phone,86750,North,14255
Phone,97349,North,2874
Tablet,23484,East,13547
Monitor,76836,West,17988
Monitor,87243,North,6948
Mouse,86782,East,18540
Mouse,25745,East,315
Laptop,66713,North,14511
Keyboard,73962,North,2672
Phone,72201,South,3394
Keyboard,53084,South,988
Tablet,91090,North,17461
Phone,91817,West,5530
Keyboard,10546,West,13163
Tablet,92927,East,13098
Laptop,11121,East,12496
Keyboard,3646,South,14404
Laptop,8181,North,10878
Phone,18967,South,7363
Keyboard,71242,South,4408
Phone,98812,South,4382
Tablet,26004,North,14579
Keyboard,20013,South,5557
Keyboard,6489,East,1809
Mouse,4172,North,12720
Keyboard,27303,East,2026
Phone,65117,East,12927
Laptop,81718,South,11507
Mouse,49563,North,5965
Mouse,27567,West,7496
Laptop,45640,North,19127
Keyboard,39600,North,10234
Keyboard,67421,South,14339
Mouse,36723,East,6967
Laptop,81358,North,5983
Laptop,5286,West,1209
Phone,61709,North,17884
Mouse,9959,East,2325
Monitor,86282,West,19093
Laptop,61118,South,19579
Laptop,63895,North,6680
Mouse,39010,South,2641
Laptop,85301,East,8817
Monitor,78237,North,9522
Laptop,12356,East,3895
Monitor,45449,North,1184
Monitor,24606,South,18430
Phone,64116,North,6708
Laptop,80414,North,4703
Monitor,41426,West,5915
Laptop,83505,West,9347
Keyboard,6118,West,19195
Mouse,47533,North,10228
Tablet,78317,West,3901
Laptop,76891,North,11915
Laptop,25121,West,3110
Phone,82484,West,3929
Laptop,7664,East,19232
Monitor,54606,South,12816
Monitor,63331,North,909
Keyboard,9584,South,8283
Phone,11203,West,16031
Monitor,89942,East,17835
Tablet,81790,South,535
Keyboard,21556,East,13791
Mouse,46093,East,15913
Keyboard,18767,East,11634
Keyboard,68414,East,5882
Tablet,43906,West,2686
Mouse,21647,East,10485
Phone,98029,East,14526
Laptop,78131,West,15622
Monitor,7269,North,4491
Keyboard,91430,North,1113
Keyboard,70103,West,920
Laptop,67616,West,7431
Keyboard,96034,East,428
Phone,26046,North,14349
Keyboard,45068,South,559
Laptop,46825,East,1779
Mouse,33064,West,7425
Monitor,3656,West,17004
Monitor,49295,East,17335
Tablet,43537,North,9546
Laptop,73738,South,1206
Phone,29942,East,16512
Tablet,46715,East,1690
Monitor,96208,South,5918
Keyboard,75317,West,15795
Phone,21441,South,16050
Keyboard,15082,North,15648
Mouse,53305,North,13686
Monitor,17961,North,12473
Monitor,5572,West,17936
Monitor,43472,South,7254
Phone,37360,West,19286
Keyboard,81035,North,18702
Monitor,25653,South,12158
Laptop,24190,East,5677
Phone,86480,West,5478
Laptop,74055,West,4227
Keyboard,85021,South,4459
Mouse,63042,North,17692
Mouse,89255,East,18971
Monitor,80337,East,7512
Keyboard,68340,East,10590
Mouse,21829,East,4489
Tablet,45816,North,13294
Keyboard,3667,North,8387
Monitor,56970,North,5954
Laptop,52262,North,17976
Monitor,34331,South,7650
Keyboard,26968,West,4877
Keyboard,33771,South,12574
Phone,41627,West,15888
Mouse,36102,East,4392
Tablet,92594,East,7144
Phone,86512,West,3013
Monitor,24714,East,9836
Keyboard,61756,West,9795
Phone,49797,East,11289
Monitor,72571,North,18237
Mouse,39515,East,5379
Tablet,60047,East,3766
Phone,40619,West,571
Keyboard,3104,South,17721
Tablet,6183,East,16352
Monitor,64551,North,16531
Keyboard,69926,East,11611
Phone,44193,East,3406
Phone,42705,South,9544
Tablet,89796,West,496
Keyboard,5603,West,5347
Monitor,38897,West,5660
Mouse,16031,South,5506
Mouse,12520,East,1428
Keyboard,83240,West,10312
Laptop,52794,South,9146
Keyboard,67791,West,11710
Tablet,85754,West,6126
Mouse,6482,West,5982
Keyboard,47196,West,3728
Mouse,68998,East,14353
Mouse,64411,South,9703
Monitor,61851,East,16044
Mouse,48670,West,14372
Mouse,19786,East,17184
Keyboard,21357,East,7240
Mouse,6850,East,8354
Phone,63788,East,13039
Keyboard,82039,North,15163
Monitor,31891,East,16683
Tablet,99520,South,7993
Keyboard,27049,West,4266
Mouse,54726,East,18856
Tablet,82456,West,5006
Tablet,1770,East,16385
Mouse,68025,East,10119
Tablet,94667,North,15801
Keyboard,26383,North,5155
Laptop,49471,West,1782
Laptop,20857,West,14097
Mouse,55794,East,11719
Keyboard,64439,North,2794
Phone,85429,East,9581
Tablet,21692,South,9326
Laptop,81038,North,5128
Phone,45340,East,6827
Monitor,68316,East,1868
Laptop,78952,West,17944
Laptop,29959,West,1615
Monitor,7880,North,14347
Mouse,48508,South,14914
Keyboard,68806,West,15237
Mouse,69222,South,14670
Mouse,15366,West,7360
Tablet,4297,North,12843
Tablet,36713,West,17009
Keyboard,26350,North,808
Mouse,15703,West,11747
Tablet,95691,South,7336
Keyboard,59685,West,14963
Mouse,29470,West,7160
Monitor,27095,East,18028
Phone,27310,East,11850
Mouse,2640,South,11888
Tablet,64930,North,14763
Tablet,97299,North,16680
Tablet,8819,West,2283
Mouse,1002,North,353
Phone,97737,South,6480
Monitor,33740,East,15993
Laptop,64000,East,6569
Laptop,55819,South,19091
Laptop,65211,West,6973
Monitor,54654,East,1196
Keyboard,60443,South,12096
Laptop,64954,East,3581
Keyboard,55947,South,14972
Mouse,15272,East,7875
Mouse,69602,West,5003
Tablet,43175,West,16795
Monitor,51518,East,198
Mouse,11466,East,6706
Mouse,8753,North,5681
Keyboard,56653,North,3667
Mouse,63610,West,8536
Mouse,37082,East,7807
Phone,43769,North,1510
Phone,64247,East,4499
Phone,63295,North,10943
Mouse,30137,North,8176
Phone,70211,East,9904
Laptop,64269,West,7007
Monitor,16039,West,15470
Monitor,64445,East,15806
Keyboard,47851,North,1543
Mouse,95580,East,16473
Tablet,46638,North,1818
Tablet,5239,South,2218
Phone,93437,East,11425
Phone,35032,South,5617
Tablet,35726,South,1467
Mouse,90127,West,15134
Phone,55879,West,16444
Phone,84794,North,6123
Laptop,53158,East,2063
Laptop,20176,South,16336
Monitor,55973,East,13135
Mouse,42604,West,12620
Keyboard,5845,North,1844
Mouse,34311,North,15869
Monitor,36162,North,2668
Laptop,1759,North,10977
Monitor,93058,East,17691
Phone,37146,West,2861
Phone,26864,South,2964
Laptop,11546,South,3258
Monitor,87807,East,13641
Mouse,55215,West,5353
Monitor,36989,East,16393
Laptop,48031,West,9669
Monitor,70446,East,3386
Phone,57220,West,1881
Mouse,4914,North,1059
Laptop,11080,West,19255
Tablet,49776,South,11710
Laptop,97432,West,12354
Laptop,60421,South,2606
Laptop,7866,East,11563
Mouse,67375,East,11284
Mouse,13835,West,5439
Monitor,76644,South,10573
Keyboard,71300,North,15225
Laptop,18873,North,2840
Phone,20489,North,17999
Keyboard,21054,East,19136
Monitor,79994,South,2631
Phone,29086,South,4422
Keyboard,35906,North,11346
Phone,8153,East,19042
Keyboard,47713,West,964
Keyboard,12688,North,2499
Laptop,64401,West,1853
Tablet,3473,North,11798
Keyboard,12075,North,4537
Tablet,55697,East,8020
Tablet,80081,North,12518
Monitor,3123,South,2239
Keyboard,75599,North,11689
Phone,41359,West,9804
Keyboard,98222,West,14126
Mouse,85319,West,11740
Mouse,47758,South,19764
Tablet,88934,South,6873
Mouse,10902,South,14176
Mouse,92620,North,19870
Laptop,89568,West,8384
Laptop,27294,South,1289
Phone,66963,West,8922
Phone,7896,West,4456
Monitor,41751,West,5719
Tablet,52539,West,3623
Keyboard,19780,South,546
Laptop,41180,North,14557
Laptop,83912,North,3044
Phone,78677,South,1468
Phone,5172,West,4585
Monitor,36083,South,18325
Phone,63139,South,784
Monitor,61609,East,9148
Monitor,9323,North,15323
Phone,58472,West,7304
Keyboard,80980,East,3020
Tablet,28445,North,16303
Laptop,80333,West,10187
Phone,24218,South,7557
Laptop,46917,South,11255
Laptop,65645,North,3458
Mouse,43948,West,744
Monitor,22402,South,9751
Monitor,2285,South,12540
Laptop,94659,South,8192
Mouse,37518,West,259
Laptop,8549,North,19931
Tablet,57048,South,7340
Mouse,74519,East,18428
Monitor,12861,South,16029
Phone,28366,South,17955
Monitor,51390,North,17256
Monitor,38385,West,5460
Keyboard,98000,North,7389
Phone,67963,West,8800
Keyboard,29084,South,5949
Mouse,78866,West,14895
Monitor,99335,South,6965
Laptop,44880,South,4202
Laptop,7618,North,14777
Phone,70101,West,15306
Keyboard,63459,South,11565
Mouse,5877,West,16703
Tablet,69452,North,3456
Laptop,42590,North,6283
Keyboard,4206,South,456
Phone,58594,North,4580
Phone,91500,East,6744
Phone,40285,East,16069
Monitor,26936,North,11709
Keyboard,53818,West,19994
Phone,73156,East,4971
Laptop,53135,South,10953
Mouse,65621,East,16108
Keyboard,88894,North,12890
Keyboard,1910,West,6338
Phone,95773,East,18319
Monitor,33234,East,17392
Tablet,25642,North,17007
Mouse,65258,West,422
Laptop,23205,South,15624
Laptop,98664,East,14341
Monitor,17297,West,715
Monitor,38078,North,12055
Mouse,80300,North,18280
Phone,35894,South,4789
Phone,33556,West,19317
Phone,30121,South,19635
Laptop,4928,West,14814
Phone,24772,South,4540
Tablet,1915,East,10484
Laptop,74842,South,7968
Tablet,83840,South,14990
Mouse,51527,East,14073
Phone,64330,North,18763
Mouse,56731,East,6155
Keyboard,51818,North,17351
Phone,87221,West,19569
Monitor,95603,West,7796
Monitor,47031,South,2955
Monitor,85857,South,5720
Tablet,6916,West,3414
Keyboard,94287,North,18925
Phone,1691,South,17305
Monitor,66685,North,7754
Mouse,87124,South,3399
Tablet,93847,North,4728
Mouse,88028,East,19222
Mouse,89021,East,3630
Mouse,73706,South,14329
Keyboard,33202,North,11518
Mouse,20701,South,425
Keyboard,63995,West,5113
Phone,48681,East,3648
Keyboard,26598,West,5982
Mouse,48111,West,11473
Laptop,44435,North,17129
Keyboard,74360,South,7720
Tablet,81466,West,15729
Monitor,19216,East,9849
Tablet,88047,South,7803
Laptop,87225,South,17092
Laptop,44946,East,11067
Phone,5597,West,15583
Mouse,76032,South,15556
Mouse,33338,East,6586
Phone,20519,West,17489
Monitor,56904,North,5742
Mouse,15165,West,16175
Keyboard,48180,North,214
Tablet,56867,East,6539
Laptop,33639,North,11868
Keyboard,37590,East,1176
Laptop,80319,West,11478
Keyboard,17800,East,2274
Tablet,85695,South,7366
Laptop,92692,West,7079
Monitor,46077,South,16637
Keyboard,85754,East,9720
Tablet,73904,West,1601
Monitor,39419,North,16482
Tablet,31073,North,12124
Laptop,5427,East,5425
Mouse,79829,North,8358
Monitor,21884,North,8487
Tablet,15865,North,10610
Tablet,30492,North,14001
Keyboard,83280,East,2443
Phone,1976,North,19732
Monitor,87199,North,17376
Monitor,36810,North,19675
Keyboard,9340,South,13194
Tablet,20041,North,11650
Phone,85219,South,1955
Monitor,57544,North,2008
Monitor,15192,West,9883
Monitor,20067,North,12081
Keyboard,85709,West,17652
Keyboard,22046,North,19044
Phone,57812,South,12977
Keyboard,54403,North,17557
Keyboard,90409,South,12044
Mouse,87914,West,6396
Mouse,69194,South,16048
Laptop,65661,South,3455
Laptop,89300,North,9554
Laptop,43520,South,14085
Monitor,31920,South,17166
Phone,39222,East,7098
Keyboard,19645,East,9428
Phone,33048,East,19553
Mouse,31231,East,3021
Phone,83119,South,8935
Keyboard,11147,East,3348
Laptop,98859,South,13893
Mouse,96468,East,491
Tablet,31001,West,5713
Mouse,33779,North,10189
Mouse,42465,East,12131
Tablet,40229,North,16335
Mouse,89283,South,6630
Keyboard,99782,West,5255
Phone,8403,South,12385
Monitor,97363,North,16775
Laptop,61724,North,18791
Keyboard,10214,East,6432
Keyboard,98389,North,2330
Keyboard,45369,East,10627
Keyboard,71632,West,14105
Phone,57988,East,2768
Tablet,19718,North,3315
Keyboard,28098,West,2493
Phone,71937,West,611
Phone,84527,West,4373
Mouse,58564,East,4676
Mouse,87790,East,14271
Keyboard,7663,North,11679
Monitor,74477,East,1522
Monitor,16960,East,18425
Tablet,79829,North,4370
Monitor,70992,North,18089
Monitor,30550,North,4249
Phone,98740,East,2355
Phone,81814,North,2186
Phone,76540,West,3560
Monitor,35597,North,11768
Tablet,74163,West,17701
Tablet,81771,East,5597
Mouse,59319,West,19852
Monitor,30430,West,8275
Laptop,6647,East,3115
Tablet,81310,South,18348
Mouse,23625,South,3641
Monitor,37045,East,10047
Monitor,1628,East,5511
Laptop,66768,North,7009
Mouse,53369,North,12829
Laptop,30954,North,18670
Phone,36071,South,10327
Laptop,91967,East,8954
Laptop,82301,North,4954
Mouse,56629,North,11265
Mouse,23405,East,8460
Mouse,66454,South,17317
Laptop,62106,North,8744
Phone,64323,South,18592
Mouse,50992,North,6930
Keyboard,59683,West,11301
Phone,32259,North,3989
Mouse,4208,East,9789
Tablet,51509,North,7652
Tablet,93282,East,11117
Mouse,99301,North,11504
Tablet,1506,North,7234
Phone,26861,South,12519
Laptop,85548,East,7854
Monitor,72465,West,751
Tablet,49026,North,10012
Tablet,34373,South,2248
Phone,63241,West,19253
Tablet,21523,East,5243
Laptop,69045,West,4381
Keyboard,20862,East,735
Monitor,81256,South,18487
Phone,40334,West,17572
Laptop,69192,North,18628
Keyboard,24673,North,8433
Monitor,69182,North,5168
Laptop,63146,North,15695
Mouse,84476,North,10722
Tablet,19399,West,19659
Keyboard,25461,West,9855
Phone,83112,South,12009
Tablet,22638,West,15282
Keyboard,40673,North,16982
Keyboard,68811,North,2456
Keyboard,24777,West,13987
Phone,95735,East,9307
Laptop,27319,West,15813
Tablet,83407,South,14282
Mouse,13786,North,19498
Monitor,21371,North,7697
Monitor,44711,East,3907
Mouse,33933,North,18293
Monitor,83695,East,8984
Tablet,31770,West,12294
Keyboard,3664,West,5762
Keyboard,10482,East,16699
Mouse,2302,West,13204
Mouse,44195,South,3452
Phone,60536,North,11915
Laptop,39883,East,2658
Mouse,64847,North,1901
Mouse,62992,West,9803
Monitor,80002,West,4271
Monitor,99444,North,11013
Tablet,85466,West,118
Monitor,25896,East,11877
Laptop,85139,West,6779
Monitor,70222,South,4428
Keyboard,89193,North,19546
Keyboard,94429,North,4184
Monitor,30964,South,2581
Phone,28504,North,19741
Mouse,36612,East,379
Monitor,30850,South,7558
Tablet,56011,West,13539
Laptop,42794,West,1091
Keyboard,3203,East,17166
Tablet,59888,South,6823
Phone,39387,South,17814
Keyboard,42167,East,18941
Mouse,53307,South,13145
Tablet,87724,East,1683
Phone,14731,West,19148
Monitor,42830,South,6653
Tablet,36746,West,16847
Laptop,5178,East,5767
Laptop,17854,West,7034
Tablet,61412,North,19324
Monitor,59556,North,5240
Monitor,69284,North,19392
Tablet,16235,South,8327
Laptop,92589,West,14109
Mouse,84608,West,5669
Monitor,13509,North,2102
Laptop,78452,East,19388
Monitor,57746,East,6875
Phone,80674,South,1232
Tablet,21763,West,18123
Phone,21109,East,1135
Tablet,51643,North,14701
Phone,25503,East,5644
Laptop,35176,West,1722
Keyboard,68466,East,14142
Tablet,62913,West,12961
Keyboard,69982,North,2421
Keyboard,44963,North,15825
Monitor,15917,East,18816
Laptop,96989,West,17357
Monitor,70675,East,1309
Laptop,64486,South,2522
Mouse,58386,South,6172
Mouse,58377,South,1695
Laptop,87185,South,6037
Laptop,75199,South,10822
Monitor,58745,North,16799
Mouse,7054,East,3984
Phone,21878,North,935
Mouse,36030,North,16878
Phone,58060,South,9144
Mouse,77693,East,8652
Phone,25063,East,13871
Monitor,28546,East,11330
Mouse,67450,North,11772
Monitor,84063,South,13722
Phone,67387,West,3468
Monitor,17280,South,7001
Monitor,65883,East,15273
Laptop,31893,West,599
Keyboard,39915,North,3789
Phone,83752,North,2145
Monitor,71580,West,15513
Keyboard,54971,South,8220
Tablet,10622,East,2338
Phone,83570,South,10397
Tablet,93566,East,4041
Phone,10616,North,9430
Tablet,41836,East,18102
Keyboard,48217,West,8470
Laptop,94020,North,19098
Phone,28146,East,2488
Phone,48963,East,357
Laptop,19027,East,8019
Tablet,6921,North,13048
Laptop,7220,South,13152
Tablet,80690,South,3133
Phone,64343,North,18444
Monitor,66923,South,1509
Tablet,52518,North,9430
Tablet,9455,West,5385
Monitor,71615,East,12105
Phone,73675,South,1221
Keyboard,49223,North,3220
Laptop,69775,North,3850
Keyboard,12023,North,3504
Mouse,63470,South,13447
Monitor,9958,East,2441
Laptop,60749,West,16730
Keyboard,26230,North,13228
Tablet,59242,South,12512
Keyboard,45075,South,19885
Mouse,46911,West,12820
Keyboard,98739,East,15212
Monitor,63858,East,6229
Mouse,32727,South,5858
Phone,26521,North,19752
Laptop,51449,South,10775
Phone,16728,West,4699
Keyboard,99144,South,2490
Phone,61030,East,536
Keyboard,50387,West,1075
Mouse,63067,South,4507
Monitor,30294,East,4093
Tablet,56396,South,17291
Keyboard,5288,West,18871
Laptop,29704,East,2303
Laptop,58528,South,12776
Keyboard,17264,West,11584
Mouse,61992,West,12338
Monitor,10970,East,3671
Laptop,7973,West,17497
Phone,12669,South,13434
Tablet,32208,North,5592
Tablet,93116,North,214
Tablet,97798,North,6266
Tablet,54050,East,13632
Laptop,77707,South,16551
Phone,4009,East,6734
Tablet,93640,West,11124
Keyboard,55409,East,17274
Mouse,60576,South,10850
Laptop,30213,South,9664
Mouse,8027,East,4924
Tablet,16089,South,15243
Phone,75584,West,13577
Laptop,22481,East,14843
Mouse,24033,West,12207
Keyboard,68834,West,212
Keyboard,72294,North,17532
Laptop,4129,West,5405
Monitor,8744,North,11387
Phone,47633,South,11969
Phone,98113,South,18840
Laptop,30013,West,19099
Monitor,48284,West,11070
Mouse,48380,North,1197
Phone,31523,West,1028
Mouse,13471,East,4871
Monitor,98410,North,6739
Mouse,82060,East,5635
Laptop,92594,East,7129
Monitor,21227,South,13631
Monitor,56064,North,13783
Laptop,9579,West,10251
Laptop,3290,East,11929
Laptop,18058,North,335
Monitor,85520,East,3240
Keyboard,97068,West,2503
Mouse,57641,West,9149
Mouse,92943,North,1009
Phone,43647,West,9969
Tablet,20250,West,3369
Keyboard,86885,South,19043
Laptop,52692,East,4399
Tablet,20544,East,12511
Mouse,7272,East,622
Monitor,32448,West,3032
Mouse,93126,North,19711
Monitor,64806,East,16847
Monitor,48684,North,4135
Phone,25781,West,4495
Keyboard,93338,West,15827
Mouse,86830,West,2109
Phone,82688,South,1234
Monitor,35901,East,4569
Laptop,9036,South,11114
Keyboard,13256,East,3028
Keyboard,24920,West,9981
Monitor,16958,South,6513
Phone,58942,East,17032
Monitor,97582,South,9236
Keyboard,66330,East,14960
Keyboard,92590,North,7501
Phone,12515,West,7722
Monitor,73938,North,17719
Phone,79393,South,13860
Tablet,85628,South,19522
Mouse,77484,West,10683
Mouse,59434,East,13501
Monitor,28698,North,18777
Monitor,28278,North,1651
Keyboard,96232,East,14019
Tablet,29064,West,16935
Mouse,91459,North,625
Mouse,92674,West,3528
Keyboard,13373,North,14453
Monitor,33629,North,6840
Monitor,39380,West,9993
Phone,51708,West,5262
Tablet,48570,West,5774
Laptop,75363,North,522
Phone,18714,South,9338
Keyboard,80667,North,16511
Phone,10372,South,16536
Keyboard,68878,South,16402
Phone,29613,East,9750
Keyboard,45012,West,6542
Tablet,48750,East,7400
Monitor,64226,South,2906
Tablet,98625,North,4735
Keyboard,90256,North,8058
Tablet,13807,North,16096
Mouse,66548,West,13615
Mouse,9666,East,19343
Keyboard,7721,East,10097
Laptop,20650,West,3410
Monitor,11749,East,11703
Phone,97629,North,18486
Phone,87769,South,5130
Keyboard,66759,West,11734
Keyboard,61210,East,17509
Monitor,64132,North,19667
Laptop,92406,South,19582
Laptop,47475,West,6890
Laptop,31283,East,16872
Tablet,46983,North,12962
Keyboard,70005,East,9078
Phone,33665,South,2251
Mouse,23690,South,1692
Laptop,68876,South,17104
Phone,71237,West,10533
Mouse,20753,South,5421
Phone,25612,North,3605
Laptop,11683,North,8387
Mouse,90332,North,15770
Monitor,52176,East,5134
Phone,57333,North,9512
Phone,26254,North,347
Mouse,76467,North,17747
Mouse,24198,West,9709
Phone,19880,East,4555
Phone,32322,South,19744
Monitor,34731,North,2086
Laptop,34277,East,105
Monitor,55630,East,2391
Mouse,59351,West,5085
Tablet,57438,West,3546
Keyboard,43999,East,2869
Phone,62164,West,12120
Monitor,39433,East,16781
Laptop,31011,North,6316
Phone,97140,East,17504
Laptop,35751,South,11757
Tablet,88784,South,3540
Monitor,37992,West,4317
Tablet,58975,North,15895
Keyboard,91593,East,15267
Monitor,77365,East,3673
Phone,79459,West,2602
Monitor,10050,West,10594
Keyboard,84634,South,8647
Laptop,37631,West,13726
Laptop,90125,North,17987
Tablet,28562,North,984
Monitor,74828,East,19347
Keyboard,89793,South,11413
Monitor,33410,East,15622
Tablet,53098,South,19850
Monitor,49852,East,6774
Mouse,94426,South,7221
Monitor,43339,West,638
Keyboard,50561,East,14464
Laptop,57583,East,10097
Phone,29580,West,2306
Mouse,18022,East,2338
Phone,72875,East,493
Keyboard,20490,North,16256
Monitor,42845,South,16113
Phone,41096,West,14083
Keyboard,64801,North,12759
Keyboard,86255,East,12699
Phone,92869,North,9913
Tablet,1461,West,4614
Phone,59730,South,10562
Laptop,81721,South,2403
Mouse,6531,South,4588
Laptop,12817,West,928
Monitor,1829,North,2996
Laptop,49510,East,6977
Phone,86918,East,11386
Tablet,79644,East,19924
Phone,89219,North,6816
Mouse,84781,West,18740
Laptop,19499,North,8213
Mouse,76789,South,3235
Mouse,79721,East,11274
Mouse,34541,South,5608
Monitor,16015,East,4412
Phone,37499,East,5783
Mouse,54010,West,16078
Monitor,29467,North,18532
Monitor,84377,East,7651
Laptop,34491,South,9098
Phone,97004,South,3437
Tablet,31610,West,12359
Phone,48003,South,8129
Keyboard,86571,North,10680
Tablet,93517,South,13764
Mouse,12387,East,7321
Monitor,10797,West,2807
Mouse,77478,West,10028
Monitor,41493,North,11315
Tablet,41665,South,18676
Phone,41795,East,13402
Phone,73377,West,12048
Tablet,66585,North,10965
Monitor,46092,South,3208
Phone,28672,North,2840
Laptop,73992,East,8647
Laptop,75506,South,8586
Tablet,87958,West,10172
Phone,71390,North,13758
Mouse,42143,North,6023
Keyboard,83020,West,5830
Phone,69376,East,11957
Phone,78162,West,16057
Tablet,60552,South,10344
Mouse,86929,South,3473
Phone,31213,South,15784
Mouse,39710,North,2893
Laptop,88541,East,15174
Mouse,25945,West,11102
Mouse,44648,South,10283
Monitor,96330,North,18574
Tablet,77760,South,14033
Tablet,51498,South,3153
Tablet,82640,West,19576
Keyboard,42569,East,8692
Phone,84849,East,14753
Mouse,36555,East,16059
Tablet,57648,South,3618
Mouse,21061,North,5398
Tablet,35906,East,14096
Monitor,20770,South,17584
Keyboard,88537,North,11787
Mouse,12799,South,17129
Monitor,45474,South,11178
Tablet,84115,West,15958
Mouse,6224,North,8720
Laptop,93538,South,15912
Keyboard,41603,West,6572
Laptop,15610,North,1012
Monitor,48297,West,6898
Monitor,51012,South,1348
Tablet,29601,West,8559
Keyboard,19324,North,12898
Tablet,90394,South,1448
Tablet,23287,North,1282
Laptop,21636,West,11689
Monitor,59410,South,15308
Keyboard,37097,North,1548
Tablet,54667,North,9087
Monitor,10269,West,12955
Keyboard,92844,North,6952
Tablet,13444,East,2528
Tablet,47760,West,3441
Tablet,83856,East,7370
Laptop,2943,East,14181
Mouse,61402,East,4406
Tablet,3104,North,9818
Mouse,3549,South,4514
Monitor,64288,South,1795
Keyboard,48130,North,10270
Tablet,5772,East,9121
Monitor,45517,South,400
Monitor,31059,West,9325
Laptop,85678,North,10122
Keyboard,78941,North,13436
Keyboard,12227,South,728
Keyboard,87266,South,5051
Monitor,15524,West,8882
Mouse,16583,North,15687
Keyboard,79633,South,6390
Mouse,29338,West,1972
Tablet,74065,South,17385
Mouse,29835,West,16737
Monitor,51759,North,6191
Monitor,77611,West,7237
Laptop,54219,North,9564
Tablet,81858,North,8699
Mouse,9069,West,13245
Tablet,78021,North,7592
Phone,31948,North,9205
Tablet,79617,East,19018
Tablet,17085,South,5004
Phone,21531,East,16418
Laptop,94037,East,18943
Keyboard,81645,South,18435
Mouse,88651,West,10145
Monitor,88983,West,11678
Mouse,87122,West,3902
Phone,3500,East,7575
Tablet,7328,West,11011
Monitor,25831,East,4298
Laptop,78963,North,18716
Laptop,86532,East,1742
Monitor,65105,West,9839
Monitor,76720,North,14810
Laptop,32635,East,16376
Phone,13381,South,16690
Phone,84722,East,18261
Laptop,74788,North,16527
Laptop,34421,North,11901
Monitor,84864,West,13832
Phone,34469,South,673
Keyboard,53371,North,18972
Laptop,88322,East,3515
Mouse,98389,North,664
Monitor,73708,South,5735
Laptop,59824,North,4731
Laptop,57575,East,4028
Phone,86068,West,14250
Tablet,51999,South,16284
Keyboard,21467,East,17517
Phone,50799,North,3745
Laptop,16135,West,7216
Monitor,12860,North,7083
Mouse,62054,East,2360
Mouse,28208,East,228
Keyboard,5874,East,10483
Keyboard,4382,West,18165
Phone,37820,South,8168
Laptop,78196,South,14730
Keyboard,27765,South,1714
